Model,Method,Task,Fold,Dimension,Effective_Rank,Embedding_Entropy,Spectral_Radius,Spectral_Gap,Fiedler_Value,ARI,Silhouette,MAE
MEGNet,megnet_emb,matbench_mp_e_form,4,8,7.880945594525745,2.073462229132913,18.697790859641167,14.59941697293787,14.793075501364646,0.2664440190608072,0.1237822943857112,0.0356731340289115
MEGNet,megnet_emb,matbench_jdft2d,0,16,15.465107000638568,2.7555516022822846,16.36373789330686,14.649923698976849,14.585445242832487,-0.004420343861632957,0.11283805414851696,39.722747802734375
MEGNet,megnet_emb,matbench_jdft2d,1,16,15.526212524992209,2.7587351164215734,16.06382798777291,14.491726832137388,14.364524365264014,-0.0002982848620432513,0.09064007316193208,57.55757522583008
MEGNet,megnet_emb,matbench_jdft2d,2,16,15.622658646193313,2.763909969821916,16.17263048963175,14.7139016857378,14.50667548984128,0.06014238743734487,-0.004386370117959678,76.45894622802734
MEGNet,megnet_emb,matbench_jdft2d,3,16,15.502191478114739,2.761352712157403,16.16113327467603,14.6788529741276,14.262143936707885,0.0202401157855326,0.017371867503035154,48.46316146850586
MEGNet,megnet_emb,matbench_jdft2d,4,16,15.539864104713201,2.759611936093875,16.290951624146253,14.689167318006467,14.602692640443871,0.02824954657918674,0.09958500783806873,52.31320571899414
MEGNet,megnet_emb,matbench_phonons,0,16,15.45376941402882,2.7580798681181022,13.297111887634202,12.077961275573411,12.002662180939438,0.007193783614064616,0.07995222050681684,34.53242874145508
MEGNet,megnet_emb,matbench_phonons,1,16,15.438597437147989,2.750543682246515,13.523262663766502,12.244421143320729,12.09829162060881,0.013052788380970114,0.05602539219682176,33.92302703857422
MEGNet,megnet_emb,matbench_phonons,2,16,15.447111658002004,2.7608961425825105,13.30339402128824,12.0356245143993,11.970078428442362,-0.016326100787608874,0.10816859741768481,33.61100387573242
MEGNet,megnet_emb,matbench_phonons,3,16,15.484201262737505,2.7573034197923523,13.567303090642508,12.290739429743862,12.117221123690973,-0.009337332352441854,0.07262390073879565,32.78507995605469
MEGNet,megnet_emb,matbench_phonons,4,16,15.549827520931618,2.7655315258795925,13.531781749510545,12.433015252188842,12.24948648659317,-0.01915810659426206,0.07547741553372775,27.99004173278809
MEGNet,megnet_emb,matbench_dielectric,0,16,15.478307978669717,2.7654555973525397,17.035371665576854,15.26737082890683,15.169212535004016,-0.016405162996164888,0.09111651289342068,0.2311006188392639
MEGNet,megnet_emb,matbench_dielectric,1,16,15.524093749528138,2.752167492130172,16.94842727325627,15.47201143247771,15.186136726243369,0.00900373845500605,0.07172615057926306,0.3158994019031524
MEGNet,megnet_emb,matbench_dielectric,2,16,15.590480392971513,2.7613941423814037,17.218422928014636,15.75367744119985,15.26598657312481,0.042130709452435834,0.08145345127172289,0.4596931040287018
MEGNet,megnet_emb,matbench_dielectric,3,16,15.62857014885703,2.765478223231111,17.052153376772903,15.667259954437695,15.531067221965538,0.07174121382349699,0.04333461233264664,0.3464860916137695
MEGNet,megnet_emb,matbench_dielectric,4,16,15.393990923369184,2.7576561830734523,17.001711090073368,15.328305507512534,14.970692757650324,0.029978234980082955,-0.03460738841297765,0.3560441136360168
MEGNet,megnet_emb,matbench_log_gvrh,0,16,15.535462896918839,2.7617620322438254,18.071010787759977,16.339206633061906,16.049941904530034,0.0060450702069862645,0.05230607258994628,0.1087438315153122
MEGNet,megnet_emb,matbench_log_gvrh,1,16,15.636922260717729,2.7554496359410496,17.937317910815334,16.32803753257744,16.048395936088642,0.0717614165890028,0.04396641563300446,0.1061835289001464
MEGNet,megnet_emb,matbench_log_gvrh,2,16,15.576670792075491,2.7524263854149766,17.80329663924554,16.10738373067813,16.01068463219283,0.027287233329310646,0.08721865096563401,0.1062021404504776
MEGNet,megnet_emb,matbench_log_gvrh,3,16,15.615256940860588,2.7527617732073364,17.856702158530496,16.33737145854182,16.19025013512052,0.009479657693456439,-0.0023004682889308614,0.1125970259308815
MEGNet,megnet_emb,matbench_log_gvrh,4,16,15.54063613576357,2.7612718937850365,17.960619408825785,16.17961515115785,16.030786465115792,0.07261306190300999,0.045876274559758796,0.1069059297442436
MEGNet,megnet_emb,matbench_log_kvrh,0,16,15.67550438914769,2.7655019214984806,17.79937092660415,16.18186876294365,16.13173773335775,0.013287533748922154,0.10982705998462057,0.074585385620594
MEGNet,megnet_emb,matbench_log_kvrh,1,16,15.544290029162537,2.761197921629515,17.743124414463523,16.164786024045426,16.149098605804564,0.04158565136304115,0.052828741219952034,0.0723627209663391
